,Extra service,Maximum Room Occupancy,Number of Rooms of Type,Room Name,Room Size,exampleDAPDollar,exampleDAPPercentage,exampleRADDollar,exampleRADPercentage,extraServiceFeesAmount,home,iD,maximumDAP,maximumRAD,rADExceedsThresholdApproved,serviceID,serviceSubType,suburb
133,N,1,0,"Grace - 14,22,29-32,38,40,42",14.6m2,34.41,50.0,200000.0,50.0,,Aegis Ellenvale,1-E6-2361,68.82,400000.0,No,1-EP-883,Single room + ensuite,BROADWATER
134,N,1,0,"Grace - 16-20,25-27",14.6m2,38.71,50.0,225000.0,50.0,,Aegis Ellenvale,1-E6-2361,77.42,450000.0,No,1-EP-883,Single room + ensuite,BROADWATER
135,N,1,0,"Grace - 10,11,13,15,21,23,24,31,33,35,37",14.6m2,46.46,50.0,270000.0,50.0,,Aegis Ellenvale,1-E6-2361,92.91,540000.0,No,1-EP-883,Single room + ensuite,BROADWATER
136,N,1,0,All other rooms,14.6m2,30.97,50.0,180000.0,50.0,,Aegis Ellenvale,1-E6-2361,61.94,360000.0,No,1-EP-883,Single room + ensuite,BROADWATER
137,Y,1,0,Edith - All other rooms,14.6m2,30.97,50.0,180000.0,50.0,20.0,Aegis Ellenvale,1-E6-2361,61.94,360000.0,No,1-EP-883,Single room + ensuite,BROADWATER
138,N,2,5,"Wandoo - 405-408,413",31.36m2,18.93,50.0,110000.0,50.0,0.0,Aegis Greenfields,1-E6-1847,37.85,220000.0,No,1-EP-7224,Shared room + ensuite,GREENFIELDS
139,N,1,0,"Banksia - 304-307,314-317",17.76m2,41.3,50.0,240000.0,50.0,,Aegis Greenfields,1-E6-1847,82.59,480000.0,No,1-EP-7224,Single room + ensuite,GREENFIELDS
140,N,1,40,All other rooms,16.08m2,34.41,50.0,200000.0,50.0,0.0,Aegis Greenfields,1-E6-1847,68.82,400000.0,No,1-EP-7224,Single room + ensuite,GREENFIELDS
141,N,2,6,"Jarrah-502,505,508,509,525,528",31.36m2,18.93,50.0,110000.0,50.0,0.0,Aegis Greenfields,1-E6-1847,37.85,220000.0,No,1-EP-7224,Shared room + ensuite,GREENFIELDS
142,N,1,2,"Jarrah - 501,513",16.08m2,29.25,50.0,170000.0,50.0,0.0,Aegis Greenfields,1-E6-1847,58.5,340000.0,No,1-EP-7224,Single room + ensuite,GREENFIELDS
143,Y,1,1,Karri - 112,16.08m2,29.25,50.0,170000.0,50.0,12.0,Aegis Greenfields,1-E6-1847,58.5,340000.0,No,1-EP-7224,Single room + ensuite,GREENFIELDS
144,Y,1,33,Karri-other rooms/Tuart-All,16.08m2,34.41,50.0,200000.0,50.0,12.0,Aegis Greenfields,1-E6-1847,68.82,400000.0,No,1-EP-7224,Single room + ensuite,GREENFIELDS
145,Y,1,0,"Verdelho - 2,4,6,8,10,12,15-31",15.68m2,32.69,50.0,190000.0,50.0,20.0,Aegis Hermitage,1-E6-2394,65.38,380000.0,No,1-EP-1959,Single room + ensuite,ELLENBROOK
146,N,2,12,"S-1,2,10-13,18,19/Cd-8,9,10,11",24.2m2,18.93,50.0,110000.0,50.0,0.0,Aegis Hermitage,1-E6-2394,37.85,220000.0,No,1-EP-1959,Shared room + ensuite,ELLENBROOK
147,N,1,2,"Cabernet - 20,28",15.68m2,29.25,50.0,170000.0,50.0,0.0,Aegis Hermitage,1-E6-2394,58.5,340000.0,No,1-EP-1959,Single room + ensuite,ELLENBROOK
148,Y,1,8,"Verdelho - 1,3,5,7,9,11,13,14",15.68m2,44.74,50.0,260000.0,50.0,20.0,Aegis Hermitage,1-E6-2394,89.47,520000.0,No,1-EP-1959,Single room + ensuite,ELLENBROOK
149,N,1,86,All other rooms,15.68m2,36.13,50.0,210000.0,50.0,0.0,Aegis Hermitage,1-E6-2394,72.26,420000.0,No,1-EP-1959,Single room + ensuite,ELLENBROOK
150,N,2,2,Swan - 25/ Canning - 54,30m2,18.93,50.0,110000.0,50.0,0.0,Aegis Hilton Park,1-E6-1867,37.85,220000.0,No,1-EP-5980,Shared room + ensuite,HILTON
151,N,2,8,"S'tine-4,5,9,11,22,23,27,29",27m2,18.93,50.0,110000.0,50.0,0.0,Aegis Hilton Park,1-E6-1867,37.85,220000.0,No,1-EP-5980,Shared room + ensuite,HILTON
152,N,1,5,"Canning - 29,35/ Swan - 1,7,28",Average 17m2,29.25,50.0,170000.0,50.0,0.0,Aegis Hilton Park,1-E6-1867,58.5,340000.0,No,1-EP-5980,Single room + ensuite,HILTON
153,N,1,0,"Swan - 2,5,6,8,11,13,14,17-20,23,24,27",Average 18m2,41.3,50.0,240000.0,50.0,,Aegis Hilton Park,1-E6-1867,82.59,480000.0,No,1-EP-5980,Single room + ensuite,HILTON
154,N,1,0,"Canning - 30,33,36,39,41,42,45,48,52,53",Average 19m2,41.3,50.0,240000.0,50.0,,Aegis Hilton Park,1-E6-1867,82.59,480000.0,No,1-EP-5980,Single room + ensuite,HILTON
155,N,1,0,Blackwood - 15/ Canning - 47/ Murray - 51,19.11m2,41.3,50.0,240000.0,50.0,,Aegis Hilton Park,1-E6-1867,82.59,480000.0,No,1-EP-5980,Single room + ensuite,HILTON
156,N,1,20,All other rooms,Average 18m2,34.41,50.0,200000.0,50.0,0.0,Aegis Hilton Park,1-E6-1867,68.82,400000.0,No,1-EP-5980,Single room + ensuite,HILTON
157,N,2,16,"Heron - 1,4,5,7,8 / Ibis - 3,5,7",26.2m2,17.21,50.0,100000.0,50.0,,Aegis Karalee,1-E6-2486,34.41,200000.0,No,1-EP-881,Shared room + no bathroom or ensuite,REDCLIFFE
158,N,2,4,"Pelican - 12,15",13.6m2,17.21,50.0,100000.0,50.0,,Aegis Karalee,1-E6-2486,34.41,200000.0,No,1-EP-881,Shared room + no bathroom or ensuite,REDCLIFFE
159,N,2,12,"Ibis - 10,14,15/ Pelican - 5-7",26.2m2,20.65,50.0,120000.0,50.0,,Aegis Karalee,1-E6-2486,41.29,240000.0,No,1-EP-881,Shared room + no bathroom or ensuite,REDCLIFFE
160,N,1,16,"Heron - 2,3,6,9-15/ Ibis - 1,2,5,6,8,9",26.2m2,27.53,50.0,160000.0,50.0,,Aegis Karalee,1-E6-2486,55.06,320000.0,No,1-EP-881,Single room + shared bathroom,REDCLIFFE
161,N,1,7,"Pelican - 1-3,10,11,13,14",13.6m2,27.53,50.0,160000.0,50.0,,Aegis Karalee,1-E6-2486,55.06,320000.0,No,1-EP-881,Single room + shared bathroom,REDCLIFFE
162,N,1,6,"Ibis - 11-13/ Pelican - 4,9,10",13.6m2,32.69,50.0,190000.0,50.0,,Aegis Karalee,1-E6-2486,65.38,380000.0,No,1-EP-881,Single room + shared bathroom,REDCLIFFE
163,N,1,2,"Room 26,27",15.98m2,24.09,50.0,140000.0,50.0,0.0,Aegis Lakeside,1-E6-1860,48.18,280000.0,No,1-EP-999,Single room + ensuite,REDCLIFFE
164,N,1,2,"Room 7,15",15.91-16.83m2,37.85,50.0,220000.0,50.0,0.0,Aegis Lakeside,1-E6-1860,75.7,440000.0,No,1-EP-999,Single room + ensuite,REDCLIFFE
165,N,1,23,All other rooms,15.58-15.98m2,29.25,50.0,170000.0,50.0,0.0,Aegis Lakeside,1-E6-1860,58.5,340000.0,No,1-EP-999,Single room + ensuite,REDCLIFFE
166,N,1,4,Jacaranda - 1-4,12.9m2,18.93,50.0,110000.0,50.0,0.0,Aegis Lincoln Park,1-E6-1745,37.85,220000.0,No,1-EP-3965,Single room + shared bathroom,HIGHGATE
167,N,1,0,Acacia - 1-12/ Banksia - 1-12/ Jacaranda - 5-8,Average 13.5m2,24.09,50.0,140000.0,50.0,,Aegis Lincoln Park,1-E6-1745,48.18,280000.0,No,1-EP-3965,Single room + shared bathroom,HIGHGATE
168,N,1,0,"Fern Court - 2-8,10",Average 17.2m2,27.53,50.0,160000.0,50.0,,Aegis Lincoln Park,1-E6-1745,55.06,320000.0,No,1-EP-3965,Single room + ensuite,HIGHGATE
169,N,1,0,"Fern Court - 1,9,11-14",Average 17.2m2,34.41,50.0,200000.0,50.0,,Aegis Lincoln Park,1-E6-1745,68.82,400000.0,No,1-EP-3965,Single room + ensuite,HIGHGATE
170,N,2,33,"Ruby-1-12/Em-1,3-15/Diam-2-8",18.24m2,17.21,50.0,100000.0,50.0,0.0,Aegis Melville,1-E6-1901,34.41,200000.0,No,1-EP-679,Shared room + shared bathroom,MELVILLE
171,N,2,3,"Emerald - 2,16/ Diamond - 1",15.68m2-18.62m2,20.65,50.0,120000.0,50.0,0.0,Aegis Melville,1-E6-1901,41.29,240000.0,No,1-EP-679,Shared room + ensuite,MELVILLE
172,N,1,0,Ruby - 19-22,14.32m2,27.53,50.0,160000.0,50.0,,Aegis Melville,1-E6-1901,55.06,320000.0,No,1-EP-679,Single room + ensuite,MELVILLE
173,N,1,0,Emerald - 17-20/ Diamond - 9-11,12.16m2-14.32m2,32.69,50.0,190000.0,50.0,,Aegis Melville,1-E6-1901,65.38,380000.0,No,1-EP-679,Single room + shared bathroom,MELVILLE
174,N,1,0,"Emerald - 21/ Diamond - 12,13",16.44m2,38.71,50.0,225000.0,50.0,,Aegis Melville,1-E6-1901,77.42,450000.0,No,1-EP-679,Single room + ensuite,MELVILLE
175,N,1,0,Ruby - 13-18,16.5m2,38.71,50.0,225000.0,50.0,,Aegis Melville,1-E6-1901,77.42,450000.0,No,1-EP-679,Single room + shared bathroom,MELVILLE
176,Y,1,5,"Wattle-1,10,18/Sheoak-25,33",16.5m2,27.53,50.0,160000.0,50.0,20.0,Aegis Parkview,1-E6-2378,55.06,320000.0,No,1-EP-4064,Single room + ensuite,REDCLIFFE
177,N,1,1,Nardoo - 1,16.5m2,27.53,50.0,160000.0,50.0,0.0,Aegis Parkview,1-E6-2378,55.06,320000.0,No,1-EP-4064,Single room + ensuite,REDCLIFFE
178,Y,1,6,Wattle - 15-17/ Sheoak - 30-32,16.5m2,36.13,50.0,210000.0,50.0,20.0,Aegis Parkview,1-E6-2378,72.26,420000.0,No,1-EP-4064,Single room + ensuite,REDCLIFFE
179,Y,1,20,Wattle/Sheoak -All other rooms,16.5m2,32.69,50.0,190000.0,50.0,20.0,Aegis Parkview,1-E6-2378,65.38,380000.0,No,1-EP-4064,Single room + ensuite,REDCLIFFE
180,N,1,47,All other rooms,16.5m2,32.69,50.0,190000.0,50.0,0.0,Aegis Parkview,1-E6-2378,65.38,380000.0,No,1-EP-4064,Single room + ensuite,REDCLIFFE
181,N,2,6,Shared room no ensuite,20.88m2,17.21,50.0,100000.0,50.0,0.0,Aegis Sandstrom,1-E6-1868,34.41,200000.0,No,1-EP-7222,Shared room + no bathroom or ensuite,MOUNT LAWLEY
182,N,2,6,"Double rooms, Shared ensuite",20.16m2,19.79,50.0,115000.0,50.0,0.0,Aegis Sandstrom,1-E6-1868,39.57,230000.0,No,1-EP-7222,Shared room + shared bathroom,MOUNT LAWLEY
183,N,1,0,All single rooms,13.68m2,27.53,50.0,160000.0,50.0,,Aegis Sandstrom,1-E6-1868,55.06,320000.0,No,1-EP-7222,Single room + no bathroom or ensuite,MOUNT LAWLEY
184,N,2,0,"Magnolia - 62,64",26.6m2,20.65,50.0,120000.0,50.0,,Aegis Shawford,1-E6-2077,41.29,240000.0,No,1-EP-1952,Shared room + ensuite,INNALOO
185,N,1,0,Lodge - 37-45,17.36m2,46.46,50.0,270000.0,50.0,,Aegis Shawford,1-E6-2077,92.91,540000.0,No,1-EP-1952,Single room + ensuite,INNALOO
186,Y,1,0,"Extra Services - 28,30,32,34,35",17.36m2,46.46,50.0,270000.0,50.0,20.0,Aegis Shawford,1-E6-2077,92.91,540000.0,No,1-EP-1952,Single room + ensuite,INNALOO
187,Y,1,0,Extra Services - All other rooms,17.36m2,41.3,50.0,240000.0,50.0,20.0,Aegis Shawford,1-E6-2077,82.59,480000.0,No,1-EP-1952,Single room + ensuite,INNALOO
188,N,1,0,All other rooms,17.36m2,41.3,50.0,240000.0,50.0,,Aegis Shawford,1-E6-2077,82.59,480000.0,No,1-EP-1952,Single room + ensuite,INNALOO
189,Y,1,0,"Extra Services - 1-4,6,8,10,11,22,24,26",17.36m2,46.46,50.0,270000.0,50.0,20.0,Aegis Shawford,1-E6-2077,92.91,540000.0,No,1-EP-1952,Single room + ensuite,INNALOO
190,N,1,20,"Magnolia - 46-57, Low Care - 1-8",26.6m2,44.74,50.0,260000.0,50.0,,Aegis Shawford,1-E6-2077,89.47,520000.0,No,1-EP-1952,Single room + ensuite,INNALOO
191,N,2,14,"Dolp6-14/Penguin-1,27,29,39,40",23m2,18.93,50.0,110000.0,50.0,0.0,Aegis Shoalwater,1-E6-2140,37.85,220000.0,No,1-EP-989,Shared room + ensuite,SHOALWATER
192,N,1,17,"Pelican- 1-12,21/ Dolphin- 2-5",16.5m2,24.09,50.0,140000.0,50.0,0.0,Aegis Shoalwater,1-E6-2140,48.18,280000.0,No,1-EP-989,Single room + ensuite,SHOALWATER
193,N,1,11,"Penguin - 20-26,35-38",16.5m2,24.09,50.0,140000.0,50.0,0.0,Aegis Shoalwater,1-E6-2140,48.18,280000.0,No,1-EP-989,Single room + ensuite,SHOALWATER
194,Y,1,0,Osprey - 36,24.1m2,46.89,50.0,272500.0,50.0,20.0,Aegis Shoalwater,1-E6-2140,93.77,545000.0,No,1-EP-989,Single room + ensuite,SHOALWATER
195,Y,1,20,Osprey - All other rooms,16.5m2,32.69,50.0,190000.0,50.0,20.0,Aegis Shoalwater,1-E6-2140,65.38,380000.0,No,1-EP-989,Single room + ensuite,SHOALWATER
196,N,1,66,All other rooms,16.5m2,32.69,50.0,190000.0,50.0,0.0,Aegis Shoalwater,1-E6-2140,65.38,380000.0,No,1-EP-989,Single room + ensuite,SHOALWATER
197,N,4,0,Room 1-3,31.62m2,10.33,50.0,60000.0,50.0,,Aegis St Francis,1-E6-1882,20.65,120000.0,No,1-EP-2984,Shared room + no bathroom or ensuite,FREMANTLE
198,N,2,0,Room 4-17,18m2,15.49,50.0,90000.0,50.0,,Aegis St Francis,1-E6-1882,30.97,180000.0,No,1-EP-2984,Shared room + no bathroom or ensuite,FREMANTLE
199,N,1,0,"Room 18,19",13.05-13.6m2,27.53,50.0,160000.0,50.0,,Aegis St Francis,1-E6-1882,55.06,320000.0,No,1-EP-2984,Single room + shared bathroom,FREMANTLE
200,N,1,0,Room 20,14.9m2,29.25,50.0,170000.0,50.0,,Aegis St Francis,1-E6-1882,58.5,340000.0,No,1-EP-2984,Single room + ensuite,FREMANTLE
201,N,4,0,"Wing E - 32,34/ Wing F - 40,41",29.4m2,10.33,50.0,60000.0,50.0,,Aegis St James,1-E6-1903,20.65,120000.0,No,1-EP-6781,Shared room + no bathroom or ensuite,ST JAMES
202,N,2,0,Wing B - 12-18/ Wing C - 19-24/ Wing D - 25-29,14.7m2,15.49,50.0,90000.0,50.0,,Aegis St James,1-E6-1903,30.97,180000.0,No,1-EP-6781,Shared room + no bathroom or ensuite,ST JAMES
203,N,2,0,"Wing E - 31,35,36/ Wing F - 37,38",14.7m2,15.49,50.0,90000.0,50.0,,Aegis St James,1-E6-1903,30.97,180000.0,No,1-EP-6781,Shared room + no bathroom or ensuite,ST JAMES
204,N,2,0,"Wing D - 30 A-D/ Wing E - 33a+b/ Wing F - 39a,39b",14.7m2,20.65,50.0,120000.0,50.0,,Aegis St James,1-E6-1903,41.29,240000.0,No,1-EP-6781,Shared room + shared bathroom,ST JAMES
205,N,1,0,Wing A - 1-11,9.68m2,25.81,50.0,150000.0,50.0,,Aegis St James,1-E6-1903,51.62,300000.0,No,1-EP-6781,Single room + no bathroom or ensuite,ST JAMES
206,N,2,50,"Gray,Elliot,Chaucer&Austen-Dbl",21.2-22.68m2,18.93,50.0,110000.0,50.0,0.0,Aegis Stirling,1-E6-2238,37.85,220000.0,No,1-EP-6984,Shared room + ensuite,YOKINE
207,N,1,7,Elliot - All single rooms,14.6m2,34.41,50.0,200000.0,50.0,0.0,Aegis Stirling,1-E6-2238,68.82,400000.0,No,1-EP-6984,Single room + ensuite,YOKINE
208,Y,1,0,Byron - All rooms,14.4m2,43.02,50.0,250000.0,50.0,20.0,Aegis Stirling,1-E6-2238,86.03,500000.0,No,1-EP-6984,Single room + ensuite,YOKINE
209,N,1,56,All other rooms,14.4m2,38.71,50.0,225000.0,50.0,0.0,Aegis Stirling,1-E6-2238,77.42,450000.0,No,1-EP-6984,Single room + ensuite,YOKINE
210,N,2,4,Waratah - 15-18,30m2,15.49,50.0,90000.0,50.0,0.0,Aegis The Pines,1-E6-1855,30.97,180000.0,No,1-EP-4961,Shared room + ensuite,ELLENBROOK
211,N,2,7,Juniper - 19-25,30m2,18.93,50.0,110000.0,50.0,0.0,Aegis The Pines,1-E6-1855,37.85,220000.0,No,1-EP-4961,Shared room + ensuite,ELLENBROOK
212,N,1,10,"Pinaster - 24-27,30-35",19.36m2,36.13,50.0,210000.0,50.0,0.0,Aegis The Pines,1-E6-1855,72.26,420000.0,No,1-EP-4961,Single room + ensuite,ELLENBROOK
213,N,1,46,All other rooms,17.08m2,29.25,50.0,170000.0,50.0,0.0,Aegis The Pines,1-E6-1855,58.5,340000.0,No,1-EP-4961,Single room + ensuite,ELLENBROOK
214,N,2,4,"Swan - 5,7,15,17",23.5m2,20.65,50.0,120000.0,50.0,0.0,Aegis Woodlake,1-E6-2287,41.29,240000.0,No,1-EP-2987,Shared room + ensuite,KINGSLEY
215,N,1,15,"AB2,4,6,8,10,12,14,16,18,20-27",15m2,46.46,50.0,270000.0,50.0,0.0,Aegis Woodlake,1-E6-2287,92.91,540000.0,No,1-EP-2987,Single room + ensuite,KINGSLEY
216,Y,1,6,"Murchison - 1-4,18,19",15m2,46.46,50.0,270000.0,50.0,20.0,Aegis Woodlake,1-E6-2287,92.91,540000.0,No,1-EP-2987,Single room + ensuite,KINGSLEY
217,Y,1,8,"Murchison - 5-17,20-23",15m2,34.41,50.0,200000.0,50.0,20.0,Aegis Woodlake,1-E6-2287,68.82,400000.0,No,1-EP-2987,Single room + ensuite,KINGSLEY
218,N,1,55,All other rooms,15m2,34.41,50.0,200000.0,50.0,0.0,Aegis Woodlake,1-E6-2287,68.82,400000.0,No,1-EP-2987,Single room + ensuite,KINGSLEY
219,N,1,15,Swan - All Single rooms,15m2,29.25,50.0,170000.0,50.0,0.0,Aegis Woodlake,1-E6-2287,58.5,340000.0,No,1-EP-2987,Single room + ensuite,KINGSLEY
220,N,1,2,"Ashburton - 1,3",15m2,41.3,50.0,240000.0,50.0,0.0,Aegis Woodlake,1-E6-2287,82.59,480000.0,No,1-EP-2987,Single room + ensuite,KINGSLEY
221,N,1,12,Mason Single,18,32.69,50.0,190000.0,50.0,0.0,Agmaroy Nursing Home,1-E6-1920,65.38,380000.0,Pending Approval,1-EP-4040,Single room + ensuite,WILSON
222,N,2,14,Mason Twin,24.6,24.09,50.0,140000.0,50.0,0.0,Agmaroy Nursing Home,1-E6-1920,48.18,280000.0,Pending Approval,1-EP-4040,Shared room + ensuite,WILSON
223,N,2,8,Bungaree / Leach Twin,15,19.79,50.0,115000.0,50.0,0.0,Agmaroy Nursing Home,1-E6-1920,39.57,230000.0,No,1-EP-4040,Shared room + no bathroom or ensuite,WILSON
224,N,4,8,Bungaree / Leach Multiple Bed,30,17.71,50.0,102927.5,50.0,0.0,Agmaroy Nursing Home,1-E6-1920,35.42,205855.0,No,1-EP-4040,Shared room + no bathroom or ensuite,WILSON
225,N,1,1,Single Room,9.5,21.51,50.0,125000.0,50.0,0.0,Agmaroy Nursing Home,1-E6-1920,43.01,250000.0,,1-EP-4040,Single room + no bathroom or ensuite,WILSON
226,N,1,8,Small Room No Ensuite - 9 Rooms,Minimum size is 20m2,21.51,50.0,125000.0,50.0,0.0,Agris Hutrof House,1-E6-128,43.01,250000.0,No,1-EP-890,Single room + no bathroom or ensuite,THIRLMERE
227,N,1,9,Room with Ensuite - 8 Rooms,Minimum size is 20m2,25.81,50.0,150000.0,50.0,0.0,Agris Hutrof House,1-E6-128,51.62,300000.0,No,1-EP-890,Single room + ensuite,THIRLMERE
228,N,1,22,Standard Room with Ensuite - 22 Rooms,Minimum size is 20m2,30.97,50.0,180000.0,50.0,0.0,Agris Hutrof House,1-E6-128,61.94,360000.0,No,1-EP-890,Single room + ensuite,THIRLMERE
229,N,3,6,3 Bed Room,24m2,20.16,50.0,117140.5,50.0,0.0,Ainsley Nursing Home,1-E6-408,40.31,234281.0,No,1-EP-1535,Shared room + shared bathroom,BURWOOD
230,N,1,10,Single Room,8.5m2,21.88,50.0,127140.5,50.0,0.0,Ainsley Nursing Home,1-E6-408,43.75,254281.0,No,1-EP-1535,Single room + shared bathroom,BURWOOD
231,N,2,21,Two Bed Room,14.7m2,21.02,50.0,122140.5,50.0,0.0,Ainsley Nursing Home,1-E6-408,42.03,244281.0,No,1-EP-1535,Shared room + shared bathroom,BURWOOD
232,N,2,21,Two Bed Room,14.7m2,21.02,50.0,122140.5,50.0,0.0,Ainslie House,1-E6-2333,42.03,244281.0,No,1-25S5K6,Shared room + shared bathroom,SUSSEX INLET
233,N,1,0,Ocean View Room,17m²,25.81,50.0,150000.0,50.0,,Ainslie Low Head,1-E6-1936,51.62,300000.0,No,1-EP-6242,Single room + ensuite,LOW HEAD
234,N,1,0,Standard,15 m²,21.51,50.0,125000.0,50.0,,Ainslie Low Head,1-E6-1936,43.01,250000.0,No,1-EP-6242,Single room + ensuite,LOW HEAD
235,N,1,0,Ocean View Room,17m²,25.81,50.0,150000.0,50.0,,Ainslie Low Head,1-E6-1936,51.62,300000.0,No,1-EP-6242,Single room + ensuite,LOW HEAD
236,N,1,0,Standard,15 m²,21.51,50.0,125000.0,50.0,,Ainslie Low Head,1-E6-1936,43.01,250000.0,No,1-EP-6242,Single room + ensuite,LOW HEAD
237,Y,1,1,Extra Service Single Ensuite,22-26 sqm,60.22,50.0,350000.0,50.0,59.0,Albert Court Aged Care,1-DBR0ES,120.44,700000.0,Yes,1-DCNUCS,Single room + ensuite,EDGECLIFF
238,Y,1,31,Extra Service Premium Single,22-26 sqm,64.52,50.0,375000.0,50.0,59.0,Albert Court Aged Care,1-DBR0ES,129.04,750000.0,Yes,1-DCNUCS,Single room + ensuite,EDGECLIFF
239,Y,1,4,Extra Service Single Ensuite,28sqm,68.82,50.0,400000.0,50.0,59.0,Albert Court Aged Care,1-DBR0ES,137.64,800000.0,Yes,1-DCNUCS,Single room + ensuite,EDGECLIFF
240,Y,1,2,Extra Service Shared Ensuite,22-26 sqm,60.22,50.0,350000.0,50.0,54.0,Albert Court Aged Care,1-DBR0ES,120.44,700000.0,Yes,1-DCNUCS,Single room + shared bathroom,EDGECLIFF
241,N,1,11,Level 2 (Room no. 01 - 11),12.95,25.81,50.0,150000.0,50.0,0.0,Albert Moore Gardens,1-E6-93,51.62,300000.0,No,1-EP-4017,Single room + ensuite,MERIMBULA
242,N,1,11,Level 3 (South) Room no. 12 - 22,12.95,25.81,50.0,150000.0,50.0,0.0,Albert Moore Gardens,1-E6-93,51.62,300000.0,No,1-EP-4017,Single room + ensuite,MERIMBULA
243,N,1,10,Level 4 (North) Room no. 43 - 52,12.95,25.81,50.0,150000.0,50.0,0.0,Albert Moore Gardens,1-E6-93,51.62,300000.0,No,1-EP-4017,Single room + ensuite,MERIMBULA
244,N,1,9,Level 3 (North) Room no. 23 - 31,12.95,25.81,50.0,150000.0,50.0,0.0,Albert Moore Gardens,1-E6-93,51.62,300000.0,No,1-EP-4017,Single room + ensuite,MERIMBULA
245,N,1,11,Level 4 (South) Room no. 32 - 42,12.95,25.81,50.0,150000.0,50.0,0.0,Albert Moore Gardens,1-E6-93,51.62,300000.0,No,1-EP-4017,Single room + ensuite,MERIMBULA
246,N,1,10,Premium,16,43.02,50.0,250000.0,50.0,0.0,Albury & District Private Nursing Home,1-E6-690,86.03,500000.0,No,1-EP-6780,Single room + ensuite,GLENROY
247,N,1,0,Standard,16,26.67,50.0,155000.0,50.0,,Albury & District Private Nursing Home,1-E6-690,53.34,310000.0,No,1-EP-6780,Single room + ensuite,GLENROY
248,N,1,0,Deluxe,16,36.13,50.0,210000.0,50.0,,Albury & District Private Nursing Home,1-E6-690,72.26,420000.0,No,1-EP-6780,Single room + ensuite,GLENROY
249,N,1,,Platinum,average is 22.36m2,55.92,50.0,325000.0,50.0,0.0,Albury & District Private Nursing Home,1-E6-690,111.84,650000.0,Yes,1-EP-6780,Single room + ensuite,GLENROY
250,N,1,0,Single Room with Ensuite,Approximately 13 square meters.,26.67,50.0,155000.0,50.0,,Albury Wodonga Health Residential Care Program,1-E6-2475,53.34,310000.0,No,1-EP-5901,Single room + ensuite,BEECHWORTH
251,N,1,0,Single Room with Shared Ensuite,Approximately 13 square meters.,26.67,50.0,155000.0,50.0,,Albury Wodonga Health Residential Care Program,1-E6-2475,53.34,310000.0,No,1-EP-5901,Single room + shared bathroom,BEECHWORTH
252,N,1,0,Single Room with Shared Ensuite,Approximately 13 square meters.,26.67,50.0,155000.0,50.0,,Alcheringa Hostel,1-E6-108,53.34,310000.0,No,1-EP-2473,Single room + shared bathroom,POINT CLARE
253,N,1,0,Alcheringa Single Room Private Ensuite,14.6,44.74,50.0,260000.0,50.0,,Alcheringa Hostel,1-E6-733,89.47,520000.0,No,1-EP-5063,Single room + ensuite,SWAN HILL
254,N,1,0,Alcheringa Single Room Shared Ensuite/Sitting,14.6 - 16.6,44.74,50.0,260000.0,50.0,,Alcheringa Hostel,1-E6-733,89.47,520000.0,No,1-EP-5063,Single room + shared bathroom,SWAN HILL
255,N,1,0,Alcheringa Single Room Shared Ensuite/WIR,14.6,44.74,50.0,260000.0,50.0,,Alcheringa Hostel,1-E6-733,89.47,520000.0,No,1-EP-5063,Single room + shared bathroom,SWAN HILL
256,N,2,0,Alcheringa Multiple Room Shared Ensuite,27.4,44.74,50.0,260000.0,50.0,,Alcheringa Hostel,1-E6-733,89.47,520000.0,No,1-EP-5063,Shared room + shared bathroom,SWAN HILL
257,N,1,9,Magnolia Cottage,14 m2,25.81,50.0,150000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,51.62,300000.0,No,1-EP-1203,Single room + ensuite,FELIXSTOW
258,N,1,9,Banksia Cottage,14 m2,25.81,50.0,150000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,51.62,300000.0,No,1-EP-1203,Single room + ensuite,FELIXSTOW
259,N,1,14,Birch House,14 m2,34.41,50.0,200000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,68.82,400000.0,No,1-EP-1203,Single room + ensuite,FELIXSTOW
260,N,1,16,Wisteria House,12 m2,17.21,50.0,100000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,34.41,200000.0,No,1-EP-1203,Single room + no bathroom or ensuite,FELIXSTOW
261,N,1,9,Rose Cottage,14 m2,25.81,50.0,150000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,51.62,300000.0,No,1-EP-1203,Single room + ensuite,FELIXSTOW
262,N,1,16,Pomroy House,12 m2,17.21,50.0,100000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,34.41,200000.0,No,1-EP-1203,Single room + no bathroom or ensuite,FELIXSTOW
263,N,1,14,Jacaranda House,14 m2,34.41,50.0,200000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,68.82,400000.0,No,1-EP-1203,Single room + ensuite,FELIXSTOW
264,N,1,14,Wattle House,14 m2,34.41,50.0,200000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,68.82,400000.0,No,1-EP-1203,Single room + ensuite,FELIXSTOW
265,N,1,14,Willow House,14 m2,34.41,50.0,200000.0,50.0,0.0,Aldersgate Aged Care Services,1-E6-1534,68.82,400000.0,No,1-EP-1203,Single room + ensuite,FELIXSTOW
